gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,TechSupport,StreamingTV,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,One year,Yes,Electronic check,80.29,4054.7,0
Male,1,Yes,No,19,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Bank transfer,35.06,670.9,0
Female,0,Yes,Yes,58,Yes,No,DSL,Yes,No,No,Month-to-month,No,Electronic check,41.26,2459.68,0
Female,0,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Bank transfer,81.91,387.12,0
Female,1,Yes,No,8,Yes,No,Fiber optic,Yes,No internet service,Yes,Two year,No,Credit card,71.27,589.81,1
Female,0,Yes,Yes,4,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Electronic check,35.98,147.57,0
Male,1,Yes,Yes,47,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,62.56,2928.75,0
Female,0,No,No,7,Yes,No,DSL,No internet service,No,No internet service,Month-to-month,No,Electronic check,53.48,380.45,0
Male,1,No,No,5,Yes,No phone service,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,71.04,307.75,1
Male,0,Yes,No,29,No,Yes,Fiber optic,No internet service,Yes,Yes,One year,No,Electronic check,91.57,2622.26,0
Male,0,Yes,No,2,Yes,Yes,No,No,No internet service,No,Two year,Yes,Electronic check,27.44,133.89,0
Male,0,No,Yes,1,Yes,Yes,DSL,No,No,No,Month-to-month,Yes,Mailed check,70.21,214.29,0
Male,0,Yes,Yes,3,Yes,Yes,Fiber optic,No,Yes,Yes,Two year,Yes,Electronic check,68.14,230.42,0
Male,0,Yes,No,0,Yes,Yes,DSL,No,Yes,No internet service,Month-to-month,No,Bank transfer,64.03,41.68,1
Male,0,Yes,Yes,35,Yes,No,DSL,Yes,No,No internet service,One year,Yes,Credit card,79.35,2789.87,0
Female,0,Yes,Yes,24,Yes,No,Fiber optic,No,Yes,No,One year,No,Bank transfer,69.65,1694.44,0
Female,0,No,No,7,Yes,Yes,Fiber optic,Yes,No,No,Month-to-month,No,Mailed check,102.09,741.83,0
Female,0,No,No,7,Yes,No,DSL,No,Yes,Yes,Month-to-month,Yes,Electronic check,54.86,435.82,1
Male,0,No,No,49,Yes,No,DSL,No internet service,Yes,Yes,One year,Yes,Bank transfer,46.93,2376.58,0
Female,0,Yes,Yes,20,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,43.84,832.64,1
Female,0,Yes,No,35,Yes,No,No,No internet service,No,No,Month-to-month,No,Electronic check,33.85,1326.2,1
Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Month-to-month,Yes,Credit card,76.27,1379.8,0
Male,0,Yes,Yes,8,No,Yes,Fiber optic,No,No,Yes,Two year,Yes,Electronic check,85.06,687.4,0
Female,0,No,No,72,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,39.18,2800.19,0
Female,0,Yes,No,25,Yes,Yes,Fiber optic,No internet service,No,Yes,Two year,Yes,Credit card,79.55,1968.2,0
Male,0,No,No,4,Yes,Yes,DSL,No,Yes,No,Month-to-month,Yes,Credit card,57.64,261.39,1
Female,1,Yes,No,15,Yes,Yes,DSL,No internet service,No,Yes,One year,Yes,Electronic check,71.29,1101.23,0
Male,1,No,No,11,Yes,No,DSL,No,No,No internet service,One year,Yes,Mailed check,36.76,432.61,0
Male,0,No,Yes,7,No,No,Fiber optic,No internet service,No,No,Two year,No,Bank transfer,58.39,385.97,0
Male,0,No,No,72,Yes,No phone service,DSL,Yes,No,No internet service,Month-to-month,No,Bank transfer,58.44,4072.47,0
Female,0,Yes,No,63,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,32.07,1930.78,0
Female,0,Yes,Yes,6,Yes,No phone service,DSL,No,Yes,No,One year,Yes,Bank transfer,65.21,391.91,0
Female,0,Yes,No,13,No,No,DSL,No internet service,No,No,Month-to-month,Yes,Credit card,37.03,498.13,1
Male,1,Yes,No,43,Yes,No,Fiber optic,No internet service,No,No,Month-to-month,No,Electronic check,68.37,2918.74,0
Male,0,No,No,7,Yes,No phone service,Fiber optic,Yes,No,No,Month-to-month,Yes,Credit card,82.0,539.34,0
Female,0,Yes,No,26,Yes,Yes,Fiber optic,No,No internet service,No,Month-to-month,Yes,Credit card,74.32,1947.26,1
Female,0,Yes,No,36,Yes,No,Fiber optic,No,No internet service,Yes,Two year,Yes,Electronic check,106.28,3820.66,0
Female,0,No,No,31,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer,28.25,851.91,0
Male,0,Yes,Yes,36,Yes,Yes,No,Yes,No,No internet service,Month-to-month,No,Electronic check,40.17,1365.34,0
Male,0,Yes,No,36,Yes,No,DSL,No,No,Yes,One year,No,Bank transfer,49.37,1735.07,0
Male,0,Yes,No,72,Yes,Yes,DSL,Yes,Yes,No,Month-to-month,No,Credit card,61.12,4447.13,1
Female,0,No,No,12,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,Electronic check,81.37,928.37,1
Male,1,Yes,No,63,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,22.99,1481.65,0
Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No internet service,No,Two year,No,Credit card,78.91,69.32,0
Female,1,No,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Mailed check,59.04,550.82,0
Female,0,No,Yes,1,Yes,No,DSL,No,Yes,Yes,Two year,No,Electronic check,57.62,35.38,0
Female,0,Yes,No,31,Yes,Yes,No,No internet service,No,Yes,Month-to-month,No,Electronic check,29.99,978.98,1
Male,0,Yes,Yes,3,Yes,No,No,No internet service,No,No,One year,Yes,Bank transfer,40.0,181.63,0
Female,0,No,No,56,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,Yes,Credit card,88.16,4904.94,0
Female,0,No,No,31,Yes,No,No,No,No,No,Month-to-month,No,Credit card,26.54,741.63,0
Male,0,No,No,0,Yes,Yes,Fiber optic,Yes,Yes,No,Month-to-month,No,Mailed check,55.22,62.74,1
Male,0,Yes,No,37,Yes,No,Fiber optic,No,No,Yes,One year,Yes,Mailed check,74.62,2790.17,0
Female,1,Yes,Yes,59,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,24.66,1475.03,0
Female,0,No,No,32,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Electronic check,31.84,1064.76,1
Male,0,Yes,Yes,0,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,Yes,Mailed check,49.83,0.0,0
Female,0,No,No,58,Yes,Yes,DSL,No,No,Yes,Month-to-month,No,Mailed check,63.91,3726.28,0
Male,0,Yes,No,39,Yes,No,No,Yes,No internet service,No,One year,Yes,Mailed check,44.9,1736.77,0
Female,0,No,Yes,14,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,18.0,282.14,1
Male,0,Yes,Yes,11,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer,30.43,374.72,0
Male,1,No,No,19,Yes,No,DSL,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer,63.23,1250.12,0
Female,0,No,Yes,60,Yes,No,No,No,Yes,Yes,Two year,Yes,Electronic check,18.0,1109.93,0
Male,0,No,No,8,No,Yes,No,No,No internet service,No,One year,No,Credit card,40.59,337.28,0
Female,0,No,Yes,3,Yes,No,Fiber optic,No,No,No internet service,Month-to-month,No,Bank transfer,54.43,177.49,0
Male,0,No,No,59,Yes,Yes,No,No internet service,Yes,No internet service,Month-to-month,No,Credit card,30.79,1834.81,1
Female,0,No,No,0,Yes,No,DSL,No,Yes,No internet service,One year,Yes,Mailed check,38.61,0.0,0
Female,0,Yes,No,72,Yes,No,Fiber optic,No internet service,No,Yes,Two year,Yes,Mailed check,87.46,6278.59,1
Female,0,Yes,No,10,No,No,DSL,Yes,No internet service,No,Month-to-month,Yes,Mailed check,42.33,443.41,1
Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,Month-to-month,No,Electronic check,86.46,1848.11,0
Male,0,No,No,4,No,Yes,DSL,No,No,Yes,Two year,Yes,Bank transfer,71.69,254.2,0
Female,0,No,Yes,69,Yes,No,No,No,No,No,One year,Yes,Credit card,18.0,1188.17,0
Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Electronic check,113.81,4582.41,1
Female,0,Yes,No,72,Yes,No,Fiber optic,Yes,No internet service,No,Month-to-month,No,Electronic check,98.49,7028.34,1
Male,0,Yes,No,34,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer,31.75,1052.69,1
Female,0,No,Yes,6,Yes,No,Fiber optic,No internet service,No,Yes,One year,Yes,Electronic check,70.1,398.29,1
Male,0,No,No,11,Yes,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,76.43,826.59,1
Female,0,Yes,No,20,Yes,No,DSL,No,No,No,Two year,No,Bank transfer,68.18,1303.35,0
Male,0,No,No,28,Yes,No,DSL,No,No internet service,Yes,Month-to-month,Yes,Electronic check,64.23,1707.93,0
Female,0,Yes,No,72,Yes,Yes,DSL,No,No internet service,Yes,Month-to-month,No,Credit card,40.44,2918.21,0
Female,1,No,Yes,14,Yes,No,No,No,No internet service,No,One year,Yes,Mailed check,33.2,471.15,0
Female,0,No,No,36,Yes,No,DSL,No internet service,No,No internet service,Two year,Yes,Credit card,48.38,1772.57,0
Female,1,No,Yes,72,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer,47.52,3462.52,0
Female,0,Yes,No,4,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Credit card,48.03,211.76,1
Male,0,Yes,Yes,59,Yes,No,Fiber optic,No,No,No,One year,No,Electronic check,80.66,4764.69,1
Male,0,No,No,16,Yes,Yes,DSL,No,No,Yes,One year,Yes,Electronic check,67.32,1120.92,0
Female,0,Yes,Yes,39,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Electronic check,58.12,2337.73,0
Male,0,No,No,10,Yes,No,DSL,No,Yes,Yes,Month-to-month,No,Mailed check,80.34,769.58,0
Female,1,No,No,12,Yes,Yes,Fiber optic,No internet service,No,No internet service,Month-to-month,No,Credit card,79.4,991.29,0
Male,0,Yes,No,0,Yes,Yes,Fiber optic,No,No internet service,Yes,Month-to-month,No,Mailed check,81.33,0.0,1
Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,Two year,No,Credit card,43.93,3174.07,0
Male,0,Yes,Yes,50,Yes,Yes,Fiber optic,No internet service,Yes,No,Month-to-month,No,Electronic check,76.54,3880.72,1
Female,0,Yes,No,2,Yes,No phone service,DSL,No,No,No internet service,Two year,No,Electronic check,70.84,127.99,0
Male,0,Yes,No,72,Yes,No,Fiber optic,Yes,No,Yes,Month-to-month,No,Credit card,87.48,6250.93,0
Female,1,Yes,Yes,27,Yes,Yes,DSL,No,Yes,No,One year,Yes,Mailed check,62.32,1659.75,0
Female,0,Yes,No,57,Yes,No phone service,Fiber optic,No internet service,No internet service,No,Month-to-month,No,Bank transfer,73.6,4147.83,0
Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,No,Electronic check,88.24,122.76,1
Male,0,No,No,14,No,No phone service,DSL,No,No,No,Month-to-month,Yes,Credit card,38.57,600.25,0
Female,0,No,Yes,33,Yes,No,Fiber optic,No,No internet service,Yes,Month-to-month,Yes,Bank transfer,76.55,2552.91,1
Male,0,No,No,3,Yes,No,No,No internet service,No,Yes,One year,No,Bank transfer,23.61,34.84,0
Female,0,Yes,No,20,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Electronic check,69.12,1333.26,1
Male,0,No,Yes,17,Yes,Yes,DSL,Yes,No,Yes,One year,No,Mailed check,61.43,998.46,0
Male,0,Yes,No,7,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,47.59,297.12,0
Female,1,No,Yes,10,No,No,DSL,No internet service,Yes,No internet service,Month-to-month,No,Credit card,63.4,691.63,0
Female,0,No,No,72,Yes,No,Fiber optic,Yes,No internet service,Yes,Month-to-month,No,Electronic check,74.73,5374.82,0
Male,0,No,No,10,No,No,Fiber optic,No,Yes,No internet service,Two year,Yes,Electronic check,63.51,741.67,0
Female,0,Yes,No,7,Yes,No,DSL,No,No,Yes,One year,No,Mailed check,54.67,380.7,0
Male,0,No,Yes,23,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,22.93,498.54,0
Female,0,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,Yes,Month-to-month,Yes,Bank transfer,46.21,1571.29,0
Male,0,No,No,38,Yes,No phone service,Fiber optic,No,No,No internet service,Month-to-month,No,Electronic check,65.96,2423.05,1
Female,0,No,No,42,Yes,No phone service,No,Yes,Yes,No,Two year,No,Mailed check,36.67,1549.38,0
Female,0,No,No,1,Yes,No,Fiber optic,No internet service,Yes,No,One year,Yes,Bank transfer,80.36,19.75,0
Female,1,No,No,15,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,Yes,Mailed check,84.06,1151.83,0
Male,0,No,No,44,Yes,Yes,No,No,No,Yes,One year,Yes,Bank transfer,36.64,1606.26,0
Female,0,Yes,No,70,Yes,No,Fiber optic,No,Yes,Yes,Month-to-month,No,Credit card,85.29,6012.19,0
Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No internet service,Two year,Yes,Electronic check,82.02,2225.36,0
Male,0,Yes,No,1,No,No,Fiber optic,Yes,Yes,No internet service,Month-to-month,No,Bank transfer,58.13,62.82,0
Male,0,Yes,No,15,Yes,No,Fiber optic,No,No,Yes,One year,No,Electronic check,65.56,853.5,0
Female,0,Yes,No,2,Yes,No phone service,DSL,No,No,No,Month-to-month,Yes,Mailed check,42.95,78.16,1
Male,0,No,No,41,Yes,No,DSL,No internet service,Yes,No,One year,No,Electronic check,47.07,1922.43,0
Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No internet service,No internet service,One year,Yes,Electronic check,98.79,129.86,1
Female,0,Yes,No,6,Yes,No,DSL,Yes,No,Yes,One year,Yes,Electronic check,66.62,346.84,0
Male,1,No,No,16,No,No,No,No,Yes,No internet service,One year,Yes,Mailed check,23.48,417.17,0
Male,0,Yes,No,18,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Credit card,51.58,903.0,0
Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer,72.43,1071.53,0
Female,0,No,No,18,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,28.95,547.58,0
Male,0,Yes,No,37,Yes,No,DSL,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,51.69,1852.92,0
Male,1,Yes,Yes,13,Yes,No,Fiber optic,Yes,Yes,No,Two year,Yes,Electronic check,67.79,922.49,1
Female,0,No,Yes,23,Yes,No,Fiber optic,No internet service,Yes,Yes,Month-to-month,No,Electronic check,91.5,2036.75,0
Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No internet service,One year,No,Electronic check,82.78,860.56,0
Male,0,Yes,No,13,No,No,DSL,No,No,No,One year,No,Electronic check,61.91,793.01,1
Female,1,Yes,No,28,Yes,No phone service,Fiber optic,No internet service,No,No internet service,Month-to-month,Yes,Bank transfer,80.04,2233.41,0
Male,0,Yes,No,20,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,No,Mailed check,47.86,804.04,1
Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,Yes,Month-to-month,No,Mailed check,76.86,2891.26,0
Male,0,Yes,No,24,Yes,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,32.22,762.86,0
Male,0,Yes,No,48,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Month-to-month,No,Electronic check,86.65,4236.51,0
Female,0,No,No,17,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,32.13,544.38,1
Female,1,No,Yes,20,Yes,No,No,Yes,No,Yes,Two year,Yes,Electronic check,25.92,485.72,0
Female,1,No,Yes,33,Yes,No,Fiber optic,No,No internet service,No,Two year,Yes,Bank transfer,57.41,1936.3,0
Male,0,No,No,7,Yes,Yes,DSL,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,64.79,428.28,1
Male,0,No,No,14,Yes,No,Fiber optic,Yes,No,No,Month-to-month,Yes,Bank transfer,91.51,1332.82,0
Female,0,Yes,No,29,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,27.13,799.71,1
Female,0,No,Yes,0,Yes,No,DSL,Yes,Yes,No internet service,One year,Yes,Electronic check,65.1,0.0,0
Female,0,Yes,No,17,Yes,Yes,Fiber optic,No,No,No,Two year,Yes,Credit card,48.33,868.48,0
Male,0,Yes,Yes,27,Yes,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Bank transfer,94.59,2584.03,1
Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,Yes,Month-to-month,Yes,Electronic check,90.65,6571.23,0
Male,0,No,Yes,62,Yes,No,No,No,No,Yes,One year,Yes,Credit card,22.28,1372.3,0
Male,0,Yes,No,9,Yes,No,DSL,Yes,Yes,Yes,One year,No,Electronic check,45.94,443.52,0
Male,0,No,No,21,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,33.25,794.3,1
Female,0,No,Yes,1,No,Yes,Fiber optic,No,No,No internet service,One year,Yes,Bank transfer,93.32,101.89,1
Female,0,Yes,No,8,Yes,No phone service,Fiber optic,No,No,Yes,Month-to-month,Yes,Bank transfer,102.19,797.58,0
Male,1,No,No,44,Yes,No,No,No,No,No internet service,Month-to-month,No,Electronic check,44.71,2044.26,0
Female,0,Yes,No,3,Yes,Yes,Fiber optic,Yes,No internet service,No,One year,Yes,Electronic check,77.43,265.65,0
Female,0,No,No,8,Yes,Yes,No,No internet service,No,No internet service,Two year,No,Credit card,22.87,160.45,0
Female,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,92.83,6770.66,1
Female,1,No,No,52,No,No phone service,Fiber optic,Yes,No,Yes,Two year,No,Electronic check,44.09,2232.56,0
Male,0,Yes,No,45,Yes,No phone service,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,55.39,2519.05,0
Female,0,No,Yes,59,Yes,Yes,No,No,No internet service,Yes,One year,Yes,Credit card,39.08,2362.77,0
Male,0,No,Yes,41,Yes,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,32.09,1369.1,1
Female,0,No,No,3,Yes,Yes,Fiber optic,No internet service,Yes,No,Two year,No,Bank transfer,79.1,192.29,0
Female,0,No,No,21,Yes,Yes,Fiber optic,No,No,Yes,Two year,No,Bank transfer,87.38,1772.99,0
Female,0,Yes,No,17,Yes,No phone service,DSL,No internet service,No,Yes,Month-to-month,Yes,Mailed check,42.36,731.68,0
Female,1,Yes,No,11,Yes,Yes,DSL,No,No,No,Two year,Yes,Bank transfer,67.44,777.06,0
Male,0,Yes,No,53,No,Yes,DSL,No,No internet service,Yes,Two year,Yes,Credit card,60.7,3163.06,0
Female,0,Yes,No,18,No,Yes,Fiber optic,No,No internet service,Yes,One year,Yes,Electronic check,84.33,1533.05,0
Female,0,No,No,1,Yes,No,No,Yes,No internet service,No,Month-to-month,Yes,Electronic check,18.0,0.0,0
Female,0,No,No,9,Yes,Yes,DSL,No,Yes,Yes,Two year,No,Credit card,52.47,525.28,0
Male,0,Yes,No,7,Yes,Yes,No,No internet service,No internet service,No,Two year,Yes,Bank transfer,27.71,165.42,0
Male,0,No,No,65,Yes,No phone service,DSL,No,No,No,Month-to-month,Yes,Mailed check,45.9,2975.28,0
Male,0,Yes,No,31,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,Two year,No,Bank transfer,57.19,1816.09,0
Female,0,No,No,24,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer,30.03,759.38,1
Male,0,No,No,21,No,No,DSL,Yes,No,Yes,Month-to-month,No,Bank transfer,67.97,1450.97,1
Female,1,No,No,31,Yes,No,No,No,No internet service,Yes,Month-to-month,No,Credit card,21.67,723.37,0
Male,0,Yes,No,42,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,32.86,1400.52,0
Female,0,No,No,24,Yes,Yes,DSL,No,No,No,One year,Yes,Electronic check,69.98,1751.9,0
Female,0,No,Yes,72,Yes,Yes,DSL,Yes,No,No,Month-to-month,Yes,Bank transfer,52.1,3665.38,0
Male,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No internet service,No,Two year,Yes,Mailed check,71.29,5130.08,0
Male,1,No,No,72,Yes,No,Fiber optic,No,No,Yes,Month-to-month,No,Bank transfer,66.24,4763.91,1
Male,0,No,Yes,33,Yes,Yes,Fiber optic,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,63.71,2091.61,1
Female,0,Yes,No,72,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Month-to-month,Yes,Electronic check,72.09,5215.33,0
Male,0,No,No,15,Yes,No,Fiber optic,No internet service,No,Yes,One year,Yes,Mailed check,83.04,1256.29,0
Female,0,Yes,No,58,No,Yes,Fiber optic,No,Yes,No,Two year,No,Bank transfer,100.4,5864.54,0
Female,0,No,No,71,No,No,Fiber optic,No,No internet service,Yes,One year,No,Credit card,96.58,6797.99,0
Male,0,Yes,No,70,Yes,Yes,Fiber optic,Yes,No internet service,No,Two year,No,Mailed check,55.77,4018.42,0
Female,0,Yes,No,53,Yes,No,Fiber optic,No internet service,No,Yes,Month-to-month,No,Electronic check,68.17,3593.32,0
Male,0,Yes,No,15,No,No phone service,Fiber optic,No,No internet service,No,Month-to-month,Yes,Mailed check,99.49,1506.76,0
Male,0,No,No,5,Yes,Yes,DSL,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,46.51,222.23,0
Male,1,Yes,No,12,Yes,Yes,DSL,No internet service,No,Yes,Month-to-month,Yes,Mailed check,40.34,488.1,0
Female,0,No,No,43,Yes,No,DSL,No,No,No,Month-to-month,No,Bank transfer,69.21,2949.08,0
Male,0,Yes,No,7,Yes,Yes,DSL,No,No internet service,No internet service,One year,Yes,Mailed check,67.51,482.87,0
Female,0,Yes,No,19,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,30.43,607.2,1
Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,No,Yes,One year,Yes,Credit card,55.36,1208.5,0
Male,0,Yes,No,27,Yes,No,DSL,No internet service,Yes,No,Month-to-month,Yes,Electronic check,65.15,1742.67,0
Male,0,No,No,72,Yes,Yes,No,No,No internet service,Yes,Month-to-month,No,Mailed check,23.95,1706.33,0
Female,1,No,No,32,No,Yes,No,No,Yes,No,One year,No,Electronic check,41.54,1445.42,0
Male,0,No,No,46,Yes,Yes,Fiber optic,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,79.3,3690.67,0
Male,1,No,No,26,No,Yes,DSL,No,No,No internet service,Two year,No,Mailed check,51.17,1405.42,0
Female,0,No,Yes,53,Yes,Yes,Fiber optic,Yes,No internet service,Yes,One year,No,Mailed check,84.34,4498.02,0
Male,1,Yes,No,9,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Bank transfer,43.42,394.9,0
Male,0,Yes,Yes,7,Yes,No,No,Yes,No internet service,No,Two year,Yes,Bank transfer,24.17,187.43,0
Female,0,No,No,72,No,No,DSL,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,54.11,3952.13,1
Female,1,No,Yes,35,Yes,Yes,No,No internet service,Yes,No,Month-to-month,Yes,Mailed check,31.4,1186.62,0
Male,0,Yes,No,33,No,Yes,Fiber optic,No,No,Yes,One year,Yes,Bank transfer,78.62,2609.6,0
Male,0,No,No,18,Yes,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer,26.69,449.31,0
Female,0,No,No,14,Yes,No,DSL,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,55.46,822.7,0
Male,0,Yes,No,24,Yes,No,Fiber optic,No internet service,No,No internet service,Two year,Yes,Bank transfer,66.49,1553.15,0
Male,0,No,Yes,3,Yes,No phone service,DSL,No,No,No,Two year,No,Credit card,35.84,127.03,0
Female,1,No,No,18,No,No,Fiber optic,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,93.22,1712.11,0
Female,0,No,Yes,18,Yes,No,Fiber optic,Yes,No,No internet service,Month-to-month,Yes,Credit card,75.09,1346.27,0
Male,0,No,No,23,Yes,Yes,No,No internet service,No,No,One year,No,Electronic check,43.58,957.2,0
Female,0,No,No,30,Yes,No,Fiber optic,No,Yes,No internet service,Month-to-month,No,Electronic check,67.2,1993.13,1
Female,0,Yes,Yes,72,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,33.4,2389.19,0
Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,No,Month-to-month,Yes,Bank transfer,80.46,2441.73,1
Female,0,No,Yes,64,No,No,Fiber optic,No,No,No,Month-to-month,Yes,Electronic check,85.52,5453.88,1
Male,1,No,No,24,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,32.96,718.33,1
Male,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,No internet service,Two year,Yes,Credit card,75.38,2215.71,1
Male,0,Yes,Yes,2,Yes,No,DSL,No,No,No,Two year,Yes,Bank transfer,68.42,153.51,0
Female,0,No,No,4,Yes,Yes,DSL,No,No,No internet service,Month-to-month,Yes,Mailed check,57.11,241.72,1
Male,0,Yes,No,26,Yes,Yes,DSL,No internet service,No,No internet service,Month-to-month,No,Credit card,62.76,1612.53,1
